customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY
10175;AP175;01.12.2019T06:11;01.12.2019T06:11;328919.185;4689763.9;328960.27;4690512.0
10186;AP186;01.12.2019T06:15;01.12.2019T06:15;328960.27;4690512.0;329306.04;4690666.0
10188;AP188;01.12.2019T06:16;01.12.2019T06:16;328919.185;4689763.9;328960.27;4690512.0
10192;AP192;01.12.2019T06:18;01.12.2019T06:18;328919.185;4689763.9;328960.27;4690512.0
10198;AP198;01.12.2019T06:20;01.12.2019T06:20;325651.61;4686258.1;326322.517;4686410.8
10199;AP199;01.12.2019T06:20;01.12.2019T06:20;327566.224;4686293.2;326584.59;4687114.0
10209;AP209;01.12.2019T06:26;01.12.2019T06:26;331062.8;4691776.0;331622.44;4690826.1
10212;AP212;01.12.2019T06:28;01.12.2019T06:28;327381.91;4688674.1;326657.415;4689074.7
10214;AP214;01.12.2019T06:28;01.12.2019T06:28;331062.8;4691776.0;329923.52;4691948.2
10222;AP222;01.12.2019T06:29;01.12.2019T06:29;331062.8;4691776.0;331622.44;4690826.1
10217;AP217;01.12.2019T06:29;01.12.2019T06:29;331062.8;4691776.0;331622.44;4690826.1
10228;AP228;01.12.2019T06:32;01.12.2019T06:32;328919.185;4689763.9;328960.27;4690512.0
10232;AP232;01.12.2019T06:33;01.12.2019T06:33;329142.722;4689445.4;327987.72;4689221.5
10249;AP249;01.12.2019T06:38;01.12.2019T06:38;327381.91;4688674.1;328619.3;4690347.7
10244;AP244;01.12.2019T06:38;01.12.2019T06:38;327987.72;4689221.5;328097.043;4692268.6
10248;AP248;01.12.2019T06:38;01.12.2019T06:38;328960.27;4690512.0;330001.12;4690169.1
10254;AP254;01.12.2019T06:40;01.12.2019T06:40;329731.967;4688107.2;326765.42;4689381.9
10258;AP258;01.12.2019T06:42;01.12.2019T06:42;328919.185;4689763.9;330116.167;4690965.5
10259;AP259;01.12.2019T06:43;01.12.2019T06:43;331062.8;4691776.0;331312.951;4691022.0
10261;AP261;01.12.2019T06:44;01.12.2019T06:44;331062.8;4691776.0;331610.204;4691038.5
10262;AP262;01.12.2019T06:44;01.12.2019T06:44;327987.72;4689221.5;329142.722;4689445.4
10266;AP266;01.12.2019T06:47;01.12.2019T06:47;326949.76;4687767.8;326076.78;4688308.6
10267;AP267;01.12.2019T06:47;01.12.2019T06:47;327987.72;4689221.5;326468.97;4689523.9
10271;AP271;01.12.2019T06:49;01.12.2019T06:49;331062.8;4691776.0;332654.604;4690058.5
10290;AP290;01.12.2019T06:54;01.12.2019T06:54;331062.8;4691776.0;330702.9;4690925.3
10292;AP292;01.12.2019T06:55;01.12.2019T06:55;330366.364;4694072.0;330116.167;4690965.5
10306;AP306;01.12.2019T07:01;01.12.2019T07:01;326322.517;4686410.8;327556.04;4693312.5
10309;AP309;01.12.2019T07:02;01.12.2019T07:02;328381.933;4689779.7;328960.27;4690512.0
10319;AP319;01.12.2019T07:07;01.12.2019T07:07;325090.05;4689888.1;327014.51;4690478.8
10323;AP323;01.12.2019T07:07;01.12.2019T07:07;328960.27;4690512.0;327338.34;4692027.8
10325;AP325;01.12.2019T07:08;01.12.2019T07:08;324762.5;4695581.7;327987.72;4689221.5
10324;AP324;01.12.2019T07:08;01.12.2019T07:08;328960.27;4690512.0;329142.722;4689445.4
10333;AP333;01.12.2019T07:09;01.12.2019T07:09;330116.167;4690965.5;329142.722;4689445.4
10335;AP335;01.12.2019T07:10;01.12.2019T07:10;326322.517;4686410.8;330621.26;4691012.9
10336;AP336;01.12.2019T07:10;01.12.2019T07:10;330366.364;4694072.0;330116.167;4690965.5
10354;AP354;01.12.2019T07:16;01.12.2019T07:16;325651.61;4686258.1;326322.517;4686410.8
10352;AP352;01.12.2019T07:16;01.12.2019T07:16;331062.8;4691776.0;332654.604;4690058.5
10364;AP364;01.12.2019T07:17;01.12.2019T07:17;331062.8;4691776.0;331622.44;4690826.1
10359;AP359;01.12.2019T07:17;01.12.2019T07:17;326949.76;4687767.8;326765.42;4689381.9
10362;AP362;01.12.2019T07:17;01.12.2019T07:17;331062.8;4691776.0;332654.604;4690058.5
10360;AP360;01.12.2019T07:17;01.12.2019T07:17;326584.59;4687114.0;326957.55;4689676.0
10366;AP366;01.12.2019T07:18;01.12.2019T07:18;328960.27;4690512.0;325569.79;4692394.5
10371;AP371;01.12.2019T07:19;01.12.2019T07:19;327054.145;4686960.91;326584.59;4687114.0
10394;AP394;01.12.2019T07:25;01.12.2019T07:25;328960.27;4690512.0;327618.05;4691658.9
10398;AP398;01.12.2019T07:25;01.12.2019T07:25;331062.8;4691776.0;330702.9;4690925.3
10415;AP415;01.12.2019T07:29;01.12.2019T07:29;326322.517;4686410.8;328186.047;4690041.0
10433;AP433;01.12.2019T07:32;01.12.2019T07:32;326949.76;4687767.8;330549.6;4691678.49
10434;AP434;01.12.2019T07:32;01.12.2019T07:32;331062.8;4691776.0;331513.04;4690840.38
10436;AP436;01.12.2019T07:32;01.12.2019T07:32;328529.27;4689502.7;328960.27;4690512.0
10432;AP432;01.12.2019T07:32;01.12.2019T07:32;327014.51;4690478.8;323653.925;4695923.1
10437;AP437;01.12.2019T07:33;01.12.2019T07:33;327014.51;4690478.8;326591.427;4690477.7
10449;AP449;01.12.2019T07:34;01.12.2019T07:34;329437.881;4691913.5;328960.27;4690512.0
10444;AP444;01.12.2019T07:34;01.12.2019T07:34;331062.8;4691776.0;328308.732;4692122.8
10456;AP456;01.12.2019T07:35;01.12.2019T07:35;325651.61;4686258.1;326322.517;4686410.8
10477;AP477;01.12.2019T07:37;01.12.2019T07:37;328960.27;4690512.0;326955.276;4691839.0
10481;AP481;01.12.2019T07:38;01.12.2019T07:38;328960.27;4690512.0;328641.36;4690542.5
10484;AP484;01.12.2019T07:38;01.12.2019T07:38;328960.27;4690512.0;328919.185;4689763.9
10492;AP492;01.12.2019T07:39;01.12.2019T07:39;327014.51;4690478.8;327764.59;4692563.9
10493;AP493;01.12.2019T07:39;01.12.2019T07:39;330021.47;4692441.6;327014.51;4690478.8
