customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY
10005;AP5;01.12.2019T00:07;01.12.2019T00:07;327987.72;4689221.5;326623.67;4688997.1
10006;AP6;01.12.2019T00:09;01.12.2019T00:09;326322.517;4686410.8;325651.61;4686258.1
10015;AP15;01.12.2019T00:17;01.12.2019T00:17;329816.162;4683560.0;329245.807;4683759.4
10017;AP17;01.12.2019T00:22;01.12.2019T00:22;329731.967;4688107.2;323206.71;4691683.3
10036;AP36;01.12.2019T00:50;01.12.2019T00:50;326957.55;4689676.0;327987.72;4689221.5
10048;AP48;01.12.2019T01:08;01.12.2019T01:08;331062.8;4691776.0;328542.91;4689685.4
10047;AP47;01.12.2019T01:08;01.12.2019T01:08;329865.828;4690542.38;327381.91;4688674.1
10049;AP49;01.12.2019T01:09;01.12.2019T01:09;329702.7;4684365.6;329196.538;4684090.8
10053;AP53;01.12.2019T01:16;01.12.2019T01:16;328186.047;4690041.0;327987.72;4689221.5
10057;AP57;01.12.2019T01:20;01.12.2019T01:20;328897.606;4690719.6;328960.27;4690512.0
10059;AP59;01.12.2019T01:21;01.12.2019T01:21;329816.162;4683560.0;329245.807;4683759.4
10064;AP64;01.12.2019T01:28;01.12.2019T01:28;325569.74;4693395.0;327381.91;4688674.1
10071;AP71;01.12.2019T01:38;01.12.2019T01:38;330116.167;4690965.5;328186.047;4690041.0
10076;AP76;01.12.2019T01:55;01.12.2019T01:55;327381.91;4688674.1;328529.27;4689502.7
10080;AP80;01.12.2019T02:00;01.12.2019T02:00;331632.33;4690082.6;329731.967;4688107.2
10092;AP92;01.12.2019T02:34;01.12.2019T02:34;323653.925;4695923.1;329731.967;4688107.2
10093;AP93;01.12.2019T02:43;01.12.2019T02:43;326657.415;4689074.7;326949.76;4687767.8
10095;AP95;01.12.2019T03:48;01.12.2019T03:48;327091.95;4689281.4;326949.76;4687767.8
10114;AP114;01.12.2019T04:48;01.12.2019T04:48;327091.95;4689281.4;326949.76;4687767.8
10126;AP126;01.12.2019T05:14;01.12.2019T05:14;327790.23;4688472.9;329731.967;4688107.2
10129;AP129;01.12.2019T05:18;01.12.2019T05:18;330019.85;4693544.9;330116.167;4690965.5
10135;AP135;01.12.2019T05:35;01.12.2019T05:35;329142.722;4689445.4;328960.27;4690512.0
10142;AP142;01.12.2019T05:38;01.12.2019T05:38;329142.722;4689445.4;328960.27;4690512.0
10149;AP149;01.12.2019T05:43;01.12.2019T05:43;324369.93;4693593.7;328960.27;4690512.0
10153;AP153;01.12.2019T05:51;01.12.2019T05:51;330365.093;4693119.3;330116.167;4690965.5
10156;AP156;01.12.2019T05:53;01.12.2019T05:53;331062.8;4691776.0;330702.9;4690925.3
10160;AP160;01.12.2019T05:55;01.12.2019T05:55;331312.951;4691022.0;330116.167;4690965.5
10159;AP159;01.12.2019T05:55;01.12.2019T05:55;328919.185;4689763.9;328960.27;4690512.0
10158;AP158;01.12.2019T05:55;01.12.2019T05:55;330365.093;4693119.3;330116.167;4690965.5
10167;AP167;01.12.2019T06:01;01.12.2019T06:01;331312.951;4691022.0;330116.167;4690965.5
10179;AP179;01.12.2019T06:12;01.12.2019T06:12;328395.4;4687170.31;327987.72;4689221.5
10180;AP180;01.12.2019T06:13;01.12.2019T06:13;330116.167;4690965.5;329437.881;4691913.5
10183;AP183;01.12.2019T06:14;01.12.2019T06:14;331118.9;4692214.8;331062.8;4691776.0
10187;AP187;01.12.2019T06:15;01.12.2019T06:15;328919.185;4689763.9;328960.27;4690512.0
10208;AP208;01.12.2019T06:26;01.12.2019T06:26;328919.185;4689763.9;328960.27;4690512.0
10215;AP215;01.12.2019T06:28;01.12.2019T06:28;331062.8;4691776.0;331622.44;4690826.1
10216;AP216;01.12.2019T06:28;01.12.2019T06:28;327566.224;4686293.2;326584.59;4687114.0
10212;AP212;01.12.2019T06:28;01.12.2019T06:28;327381.91;4688674.1;326657.415;4689074.7
10223;AP223;01.12.2019T06:30;01.12.2019T06:30;328919.185;4689763.9;328960.27;4690512.0
10225;AP225;01.12.2019T06:31;01.12.2019T06:31;327566.224;4686293.2;326584.59;4687114.0
10226;AP226;01.12.2019T06:31;01.12.2019T06:31;331062.8;4691776.0;331836.343;4690524.0
10234;AP234;01.12.2019T06:33;01.12.2019T06:33;329245.807;4683759.4;329702.7;4684365.6
10230;AP230;01.12.2019T06:33;01.12.2019T06:33;328919.185;4689763.9;328960.27;4690512.0
10233;AP233;01.12.2019T06:33;01.12.2019T06:33;328919.185;4689763.9;330116.167;4690965.5
10238;AP238;01.12.2019T06:35;01.12.2019T06:35;331062.8;4691776.0;332654.604;4690058.5
10239;AP239;01.12.2019T06:36;01.12.2019T06:36;330702.9;4690925.3;331062.8;4691776.0
10253;AP253;01.12.2019T06:39;01.12.2019T06:39;327381.91;4688674.1;328619.3;4690347.7
10264;AP264;01.12.2019T06:47;01.12.2019T06:47;325651.61;4686258.1;326322.517;4686410.8
10274;AP274;01.12.2019T06:49;01.12.2019T06:49;331062.8;4691776.0;332654.604;4690058.5
10271;AP271;01.12.2019T06:49;01.12.2019T06:49;331062.8;4691776.0;332654.604;4690058.5
10275;AP275;01.12.2019T06:50;01.12.2019T06:50;327987.72;4689221.5;329142.722;4689445.4
10286;AP286;01.12.2019T06:54;01.12.2019T06:54;328960.27;4690512.0;327338.34;4692027.8
10291;AP291;01.12.2019T06:55;01.12.2019T06:55;327987.72;4689221.5;327338.34;4692027.8
10292;AP292;01.12.2019T06:55;01.12.2019T06:55;330366.364;4694072.0;330116.167;4690965.5
10296;AP296;01.12.2019T06:58;01.12.2019T06:58;328960.27;4690512.0;327338.34;4692027.8
10297;AP297;01.12.2019T06:58;01.12.2019T06:58;330366.364;4694072.0;330116.167;4690965.5
10305;AP305;01.12.2019T07:01;01.12.2019T07:01;327014.51;4690478.8;326468.97;4689523.9
10334;AP334;01.12.2019T07:10;01.12.2019T07:10;326322.517;4686410.8;330211.075;4691438.1
10336;AP336;01.12.2019T07:10;01.12.2019T07:10;330366.364;4694072.0;330116.167;4690965.5
10337;AP337;01.12.2019T07:10;01.12.2019T07:10;328960.27;4690512.0;329142.722;4689445.4
10340;AP340;01.12.2019T07:11;01.12.2019T07:11;328259.35;4692915.7;331062.8;4691776.0
10343;AP343;01.12.2019T07:11;01.12.2019T07:11;328960.27;4690512.0;329142.722;4689445.4
10353;AP353;01.12.2019T07:16;01.12.2019T07:16;331062.8;4691776.0;331622.44;4690826.1
10359;AP359;01.12.2019T07:17;01.12.2019T07:17;326949.76;4687767.8;326765.42;4689381.9
10363;AP363;01.12.2019T07:17;01.12.2019T07:17;330519.1;4689886.0;331312.951;4691022.0
10355;AP355;01.12.2019T07:17;01.12.2019T07:17;326949.76;4687767.8;326765.42;4689381.9
10365;AP365;01.12.2019T07:18;01.12.2019T07:18;325651.61;4686258.1;326322.517;4686410.8
10379;AP379;01.12.2019T07:21;01.12.2019T07:21;327987.72;4689221.5;327338.34;4692027.8
10392;AP392;01.12.2019T07:25;01.12.2019T07:25;328960.27;4690512.0;330001.12;4690169.1
10402;AP402;01.12.2019T07:26;01.12.2019T07:26;327381.91;4688674.1;327278.461;4690623.5
10401;AP401;01.12.2019T07:26;01.12.2019T07:26;328960.27;4690512.0;327338.34;4692027.8
10405;AP405;01.12.2019T07:27;01.12.2019T07:27;330021.47;4692441.6;327987.72;4689221.5
10417;AP417;01.12.2019T07:29;01.12.2019T07:29;331062.8;4691776.0;331622.44;4690826.1
10424;AP424;01.12.2019T07:31;01.12.2019T07:31;326395.502;4694158.4;328960.27;4690512.0
10432;AP432;01.12.2019T07:32;01.12.2019T07:32;327014.51;4690478.8;323653.925;4695923.1
10434;AP434;01.12.2019T07:32;01.12.2019T07:32;331062.8;4691776.0;331513.04;4690840.38
10442;AP442;01.12.2019T07:34;01.12.2019T07:34;328960.27;4690512.0;329142.722;4689445.4
10441;AP441;01.12.2019T07:34;01.12.2019T07:34;324544.55;4690783.1;327381.91;4688674.1
10449;AP449;01.12.2019T07:34;01.12.2019T07:34;329437.881;4691913.5;328960.27;4690512.0
10445;AP445;01.12.2019T07:34;01.12.2019T07:34;326322.517;4686410.8;326076.78;4688308.6
10444;AP444;01.12.2019T07:34;01.12.2019T07:34;331062.8;4691776.0;328308.732;4692122.8
10455;AP455;01.12.2019T07:35;01.12.2019T07:35;330116.167;4690965.5;331622.44;4690826.1
10466;AP466;01.12.2019T07:36;01.12.2019T07:36;328960.27;4690512.0;326955.276;4691839.0
10460;AP460;01.12.2019T07:36;01.12.2019T07:36;330116.167;4690965.5;331622.44;4690826.1
10469;AP469;01.12.2019T07:37;01.12.2019T07:37;327014.51;4690478.8;325676.841;4692939.3
10467;AP467;01.12.2019T07:37;01.12.2019T07:37;326623.67;4688997.1;327987.72;4689221.5
10487;AP487;01.12.2019T07:38;01.12.2019T07:38;327987.72;4689221.5;327338.34;4692027.8
10489;AP489;01.12.2019T07:38;01.12.2019T07:38;328395.4;4687170.31;328960.27;4690512.0
10491;AP491;01.12.2019T07:39;01.12.2019T07:39;326584.59;4687114.0;326284.37;4685962.9
10492;AP492;01.12.2019T07:39;01.12.2019T07:39;327014.51;4690478.8;327764.59;4692563.9
10511;AP511;01.12.2019T07:41;01.12.2019T07:41;331062.8;4691776.0;325676.841;4692939.3
10507;AP507;01.12.2019T07:41;01.12.2019T07:41;327054.145;4686960.91;326584.59;4687114.0
10513;AP513;01.12.2019T07:42;01.12.2019T07:42;330116.167;4690965.5;328460.08;4692098.4
10524;AP524;01.12.2019T07:44;01.12.2019T07:44;326284.37;4685962.9;326322.517;4686410.8
10528;AP528;01.12.2019T07:44;01.12.2019T07:44;326147.22;4687658.1;326949.76;4687767.8
10526;AP526;01.12.2019T07:44;01.12.2019T07:44;330005.33;4692468.1;327014.51;4690478.8
10530;AP530;01.12.2019T07:44;01.12.2019T07:44;329816.162;4683560.0;330904.495;4691196.4
10538;AP538;01.12.2019T07:45;01.12.2019T07:45;328641.36;4690542.5;330116.167;4690965.5
10541;AP541;01.12.2019T07:46;01.12.2019T07:46;331062.8;4691776.0;330580.3;4692080.0
10544;AP544;01.12.2019T07:47;01.12.2019T07:47;328960.27;4690512.0;326468.97;4689523.9
10552;AP552;01.12.2019T07:48;01.12.2019T07:48;326584.59;4687114.0;327091.95;4689281.4
